"species","GCA","analysis_node","filtered_microRNA_score","N50","BUSCO_filled","BUSCO_Score","MirMachine.version","Total.families.searched","miRNA.score","Model"
"Abrostola_triplasia","GCA_946251925.1","Lepidoptera",74.63,5247431,"C:94.7%[S:94.2%,D:0.5%],F:1.2%,M:4.1%,n:5286",94.7,"0.2.13",67,80.6452,"proto"
"Dolichovespula_sylvestris","GCA_918808275.1","Endopterygota",64.06,1253420,"C:94.8%[S:94.3%,D:0.5%],F:1.2%,M:4.0%,n:5991",94.8,"0.2.13",64,67.2131,"proto"
"Onychomys_torridus","GCA_903995425.1","Glires",71.36,2276141,"C:94.6%[S:93.9%,D:0.7%],F:1.0%,M:4.4%,n:13798",94.6,"0.2.13",220,82.199,"deutero"
"Eudemis_profundana","GCA_947034925.1","Lepidoptera",74.63,16582823,"C:92.9%[S:88.5%,D:4.4%],F:3.3%,M:3.8%,n:5286",92.9,"0.2.13",67,80.6452,"proto"
"Argyrosomus_regius","GCA_946959425.1","Clupeocephala",85.96,7813463,"C:96.3%[S:95.3%,D:1.0%],F:1.2%,M:2.5%,n:3640",96.3,"0.2.13",114,97.0297,"deutero"
"Cervus_elaphus","GCA_910594005.1","Laurasiatheria",79.26,68741660,"C:97.5%[S:95.2%,D:2.3%],F:0.8%,M:1.7%,n:12234",97.5,"0.2.13",217,90.5263,"deutero"
"Zygaena_filipendulae","GCA_907165265.2","Lepidoptera",65.67,2058275,"C:91.0%[S:90.2%,D:0.8%],F:0.9%,M:8.1%,n:5286",91,"0.2.13",67,70.9677,"proto"
"Epirrhoe_tristata","GCA_951394285.1","Lepidoptera",68.66,6547460,"C:95.4%[S:92.1%,D:3.3%],F:1.9%,M:2.7%,n:5286",95.4,"0.2.13",67,74.1935,"proto"
"Bugula_neritina","GCA_964035545.1","Lophotrochozoa",53.06,3968814,"C:95.0%[S:93.3%,D:1.7%],F:2.4%,M:2.6%,n:954",95,"0.2.13",49,53.0612,"proto"
"Liolophura_japonica","GCA_032854445.2","Mollusca",84.62,764463,"C:86.7%[S:85.3%,D:1.4%],F:2.2%,M:11.1%,n:5295",86.7,"0.2.13",52,84.6154,"proto"
"Liolophura_japonica","GCA_032854445.2","Mollusca",84.62,764463,"C:86.7%[S:85.3%,D:1.4%],F:2.2%,M:11.1%,n:5295",86.7,"0.2.13",52,84.6154,"proto"
"Liolophura_japonica","GCA_032854445.2","Mollusca",84.62,764463,"C:86.7%[S:85.3%,D:1.4%],F:2.2%,M:11.1%,n:5295",86.7,"0.2.13",52,84.6154,"proto"
"Liolophura_japonica","GCA_032854445.2","Mollusca",84.62,764463,"C:86.7%[S:85.3%,D:1.4%],F:2.2%,M:11.1%,n:5295",86.7,"0.2.13",52,84.6154,"proto"
"Homo_sapiens","GCA_041900265.1","Catarrhini",84.49,135911756,"C:98.9%[S:98.3%,D:0.6%],F:0.4%,M:0.7%,n:13780",98.9,"0.2.13",245,99.5192,"deutero"
"Bombus_soroeensis","GCA_014737365.1","Endopterygota",71.88,582038,"C:90.9%[S:90.8%,D:0.1%],F:3.9%,M:5.2%,n:5991",90.9,"0.2.13",64,75.4098,"proto"
"Ptychoptera_contaminata","GCA_963942525.1","Diptera",58.21,2631978,"C:91.4%[S:90.6%,D:0.8%],F:1.4%,M:7.2%,n:3285",91.4,"0.2.13",67,62.9032,"proto"
"Triplophysa_dalaica","GCA_015846415.1","Clupeocephala",78.95,9273388,"C:94.4%[S:92.2%,D:2.2%],F:1.3%,M:4.3%,n:3640",94.4,"0.2.13",114,89.1089,"deutero"
"Clarias_gariepinus","GCA_024256425.1","Clupeocephala",78.07,33715535,"C:91.1%[S:89.5%,D:1.6%],F:0.8%,M:8.1%,n:3640",91.1,"0.2.13",114,88.1188,"deutero"
"Homo_sapiens","GCA_042077425.1","Catarrhini",84.49,92895014,"C:98.8%[S:98.3%,D:0.5%],F:0.4%,M:0.8%,n:13780",98.8,"0.2.13",245,99.5192,"deutero"
"Acleris_sparsana","GCA_923061745.1","Lepidoptera",76.12,5804593,"C:88.0%[S:85.1%,D:2.9%],F:4.8%,M:7.2%,n:5286",88,"0.2.13",67,82.2581,"proto"
"Bombus_consobrinus","GCA_014737455.1","Endopterygota",70.31,707207,"C:93.7%[S:93.5%,D:0.2%],F:2.6%,M:3.7%,n:5991",93.7,"0.2.13",64,73.7705,"proto"
"Vanessa_cardui","GCA_905220355.1","Lepidoptera",76.12,2747079,"C:90.6%[S:90.2%,D:0.4%],F:0.6%,M:8.8%,n:5286",90.6,"0.2.13",67,82.2581,"proto"
"Saccopteryx_bilineata","GCA_036850765.1","Laurasiatheria",66.36,20156883,"C:96.5%[S:95.0%,D:1.5%],F:0.9%,M:2.6%,n:12234",96.5,"0.2.13",217,75.7895,"deutero"
"Saccopteryx_bilineata","GCA_036850765.1","Laurasiatheria",66.36,20156883,"C:96.5%[S:95.0%,D:1.5%],F:0.9%,M:2.6%,n:12234",96.5,"0.2.13",217,75.7895,"deutero"
"Saccopteryx_bilineata","GCA_036850765.1","Laurasiatheria",66.36,20156883,"C:96.5%[S:95.0%,D:1.5%],F:0.9%,M:2.6%,n:12234",96.5,"0.2.13",217,75.7895,"deutero"
"Saccopteryx_bilineata","GCA_036850765.1","Laurasiatheria",66.36,20156883,"C:96.5%[S:95.0%,D:1.5%],F:0.9%,M:2.6%,n:12234",96.5,"0.2.13",217,75.7895,"deutero"
"Chalcosyrphus_nemorum","GCA_949715665.1","Diptera",77.61,2568199,"C:93.8%[S:86.3%,D:7.5%],F:1.4%,M:4.8%,n:3285",93.8,"0.2.13",67,83.871,"proto"
"Pherbina_coryleti","GCA_943735915.1","Diptera",71.64,3328242,"C:93.3%[S:88.5%,D:4.8%],F:2.8%,M:3.9%,n:3285",93.3,"0.2.13",67,77.4194,"proto"
"Anoplius_nigerrimus","GCA_914767785.1","Endopterygota",64.06,1875923,"C:88.5%[S:85.8%,D:2.7%],F:4.8%,M:6.7%,n:5991",88.5,"0.2.13",64,67.2131,"proto"
"Mysia_undata","GCA_964106865.1","Mollusca",80.77,1874835,"C:87.6%[S:85.4%,D:2.2%],F:2.4%,M:10.0%,n:5295",87.6,"0.2.13",52,80.7692,"proto"
"Hestina_assimilis","GCA_023373885.1","Lepidoptera",77.61,14320758,"C:95.3%[S:92.7%,D:2.6%],F:2.3%,M:2.4%,n:5286",95.3,"0.2.13",67,83.871,"proto"
"Agonopterix_subpropinquella","GCA_922987775.1","Lepidoptera",74.63,11586390,"C:93.7%[S:91.2%,D:2.5%],F:3.1%,M:3.2%,n:5286",93.7,"0.2.13",67,80.6452,"proto"
"Agrotis_exclamationis","GCA_950005045.1","Lepidoptera",71.64,5897926,"C:94.1%[S:90.0%,D:4.1%],F:2.8%,M:3.1%,n:5286",94.1,"0.2.13",67,77.4194,"proto"
"Lycaena_phlaeas","GCA_905333065.1","Lepidoptera",73.13,3651375,"C:94.3%[S:93.8%,D:0.5%],F:0.6%,M:5.1%,n:5286",94.3,"0.2.13",67,79.0323,"proto"
"Zonotrichia_leucophrys","GCA_028769735.1","Neoaves",79.84,14148922,"C:85.1%[S:84.6%,D:0.5%],F:3.9%,M:11.0%,n:10844",85.1,"0.2.13",129,90.3509,"deutero"
"Corythoichthys_intestinalis","GCA_030265065.1","Clupeocephala",77.19,56274649,"C:92.7%[S:89.5%,D:3.2%],F:1.7%,M:5.6%,n:3640",92.7,"0.2.13",114,87.1287,"deutero"
"Myotis_myotis","GCA_014108235.1","Laurasiatheria",67.74,12511134,"C:96.6%[S:94.5%,D:2.1%],F:1.1%,M:2.3%,n:12234",96.6,"0.2.13",217,77.3684,"deutero"
"Myotis_myotis","GCA_014108235.1","Laurasiatheria",67.74,12511134,"C:96.6%[S:94.5%,D:2.1%],F:1.1%,M:2.3%,n:12234",96.6,"0.2.13",217,77.3684,"deutero"
"Myotis_myotis","GCA_014108235.1","Laurasiatheria",67.74,12511134,"C:96.6%[S:94.5%,D:2.1%],F:1.1%,M:2.3%,n:12234",96.6,"0.2.13",217,77.3684,"deutero"
"Myotis_myotis","GCA_014108235.1","Laurasiatheria",67.74,12511134,"C:96.6%[S:94.5%,D:2.1%],F:1.1%,M:2.3%,n:12234",96.6,"0.2.13",217,77.3684,"deutero"
"Anopheles_marshallii","GCA_943734725.1","Diptera",65.67,32607359,"C:94.1%[S:93.0%,D:1.1%],F:0.9%,M:5.0%,n:3285",94.1,"0.2.13",67,70.9677,"proto"
"Sarcoptes_scabiei","GCA_014595675.1","Chelicerata",31.37,1984575,"C:93.4%[S:92.2%,D:1.2%],F:0.8%,M:5.8%,n:2934",93.4,"0.2.13",51,32,"proto"
"Melanargia_galathea","GCA_920104075.1","Lepidoptera",73.13,9246114,"C:96.5%[S:95.8%,D:0.7%],F:0.9%,M:2.6%,n:5286",96.5,"0.2.13",67,79.0323,"proto"
"Agriopis_leucophaearia","GCA_949125355.1","Lepidoptera",73.13,8410515,"C:93.0%[S:89.9%,D:3.1%],F:2.9%,M:4.1%,n:5286",93,"0.2.13",67,79.0323,"proto"
"Phodopus_sungorus","GCA_023856395.1","Glires",70,53079,"C:92.7%[S:92.4%,D:0.3%],F:1.7%,M:5.6%,n:13798",92.7,"0.2.13",220,80.6283,"deutero"
"Homo_sapiens","GCA_018503575.1","Catarrhini",84.08,18216950,"C:98.8%[S:98.2%,D:0.6%],F:0.2%,M:1.0%,n:13780",98.8,"0.2.13",245,99.0385,"deutero"
"Tolmerus_cingulatus","GCA_959613345.1","Diptera",70.15,7098638,"C:96.1%[S:94.9%,D:1.2%],F:0.8%,M:3.1%,n:3285",96.1,"0.2.13",67,75.8065,"proto"
"Anas_acuta","GCA_963932015.1","Neognathae",78.91,3416933,"C:95.6%[S:95.1%,D:0.5%],F:0.9%,M:3.5%,n:8338",95.6,"0.2.13",128,89.3805,"deutero"
"Homo_sapiens","GCA_018504375.1","Catarrhini",83.67,31384221,"C:98.9%[S:98.5%,D:0.4%],F:0.2%,M:0.9%,n:13780",98.9,"0.2.13",245,98.5577,"deutero"
"Nephrotoma_flavescens","GCA_932525705.1","Diptera",65.67,387868,"C:89.8%[S:87.2%,D:2.6%],F:1.3%,M:8.9%,n:3285",89.8,"0.2.13",67,70.9677,"proto"
"Marmota_monax","GCA_021218885.2","Glires",79.55,10671126,"C:97.2%[S:94.6%,D:2.6%],F:0.9%,M:1.9%,n:13798",97.2,"0.2.13",220,91.623,"deutero"
"Homo_sapiens","GCA_042077855.1","Catarrhini",84.49,146412853,"C:98.6%[S:98.1%,D:0.5%],F:0.4%,M:1.0%,n:13780",98.6,"0.2.13",245,99.5192,"deutero"
"Neodiprion_virginianus","GCA_021901495.1","Endopterygota",71.88,11611595,"C:94.0%[S:93.4%,D:0.6%],F:2.2%,M:3.8%,n:5991",94,"0.2.13",64,75.4098,"proto"
"Rhodophaea_formosa","GCA_963082605.1","Lepidoptera",73.13,12361267,"C:93.9%[S:89.9%,D:4.0%],F:2.7%,M:3.4%,n:5286",93.9,"0.2.13",67,79.0323,"proto"
"Lumbricus_rubellus","GCA_945859605.1","Annelida",79.69,709756,"C:95.7%[S:90.9%,D:4.8%],F:1.6%,M:2.7%,n:954",95.7,"0.2.13",64,79.6875,"proto"
"Homo_sapiens","GCA_042077875.1","Catarrhini",84.49,107211229,"C:98.9%[S:98.3%,D:0.6%],F:0.4%,M:0.7%,n:13780",98.9,"0.2.13",245,99.5192,"deutero"
"Xylophagus_ater","GCA_963422695.1","Diptera",68.66,4315000,"C:96.7%[S:88.1%,D:8.6%],F:1.0%,M:2.3%,n:3285",96.7,"0.2.13",67,74.1935,"proto"
"Buathra_laborator","GCA_934046635.1","Endopterygota",65.62,10417199,"C:95.6%[S:95.3%,D:0.3%],F:0.9%,M:3.5%,n:5991",95.6,"0.2.13",64,68.8525,"proto"
"Lysandra_bellargus","GCA_905332955.1","Lepidoptera",70.15,1845172,"C:92.1%[S:91.3%,D:0.8%],F:1.0%,M:6.9%,n:5286",92.1,"0.2.13",67,75.8065,"proto"
"Thera_britannica","GCA_939531245.1","Lepidoptera",67.16,384543,"C:87.8%[S:86.4%,D:1.4%],F:1.3%,M:10.9%,n:5286",87.8,"0.2.13",67,72.5806,"proto"
"Aporophyla_lueneburgensis","GCA_932294355.1","Lepidoptera",68.66,20064200,"C:96.9%[S:96.2%,D:0.7%],F:0.9%,M:2.2%,n:5286",96.9,"0.2.13",67,74.1935,"proto"
"Platycheirus_albimanus","GCA_916050315.1","Diptera",76.12,2561986,"C:94.9%[S:93.6%,D:1.3%],F:1.4%,M:3.7%,n:3285",94.9,"0.2.13",67,82.2581,"proto"
"Fragum_sueziense","GCA_963680895.1","Mollusca",82.69,689039,"C:78.7%[S:75.8%,D:2.9%],F:3.1%,M:18.2%,n:5295",78.7,"0.2.13",52,82.6923,"proto"
"Homo_sapiens","GCA_018503525.1","Catarrhini",84.49,24250446,"C:99.0%[S:98.4%,D:0.6%],F:0.2%,M:0.8%,n:13780",99,"0.2.13",245,99.5192,"deutero"
"Lethocerus_indicus","GCA_019843655.1","Neoptera",66.13,5900000,"C:93.4%[S:82.5%,D:10.9%],F:1.3%,M:5.3%,n:2510",93.4,"0.2.13",62,69.4915,"proto"
"Periphyllus_acericola","GCA_949715065.1","Neoptera",53.23,1546004,"C:97.4%[S:93.3%,D:4.1%],F:1.0%,M:1.6%,n:2510",97.4,"0.2.13",62,55.9322,"proto"
"Homo_sapiens","GCA_018469935.1","Catarrhini",84.08,43942241,"C:99.0%[S:98.6%,D:0.4%],F:0.2%,M:0.8%,n:13780",99,"0.2.13",245,99.0385,"deutero"
"Cydia_splendana","GCA_910591565.2","Lepidoptera",71.64,6521190,"C:95.2%[S:94.2%,D:1.0%],F:0.9%,M:3.9%,n:5286",95.2,"0.2.13",67,77.4194,"proto"
"Furcula_furcula","GCA_911728495.1","Lepidoptera",71.64,24892123,"C:92.2%[S:89.4%,D:2.8%],F:3.3%,M:4.5%,n:5286",92.2,"0.2.13",67,77.4194,"proto"
"Pocota_personata","GCA_963082735.1","Diptera",73.13,2864724,"C:91.6%[S:88.1%,D:3.5%],F:4.1%,M:4.3%,n:3285",91.6,"0.2.13",67,79.0323,"proto"
"Siniperca_chuatsi","GCA_027580155.1","Clupeocephala",85.96,21551097,"C:94.9%[S:93.9%,D:1.0%],F:1.5%,M:3.6%,n:3640",94.9,"0.2.13",114,97.0297,"deutero"
"Rhingia_campestris","GCA_932526625.1","Diptera",76.12,7975228,"C:92.7%[S:89.0%,D:3.7%],F:2.6%,M:4.7%,n:3285",92.7,"0.2.13",67,82.2581,"proto"
"Drosophila_phalerata","GCA_951394115.2","Drosophila",70.59,923726,"C:97.6%[S:86.5%,D:11.1%],F:1.1%,M:1.3%,n:3285",97.6,"0.2.13",85,78.9474,"proto"
"Monopis_laevigella","GCA_947458855.1","Lepidoptera",61.19,12832485,"C:91.3%[S:87.8%,D:3.5%],F:2.6%,M:6.1%,n:5286",91.3,"0.2.13",67,66.129,"proto"
"Leptidea_sinapis","GCA_905404105.1","Lepidoptera",62.69,4501614,"C:95.0%[S:94.1%,D:0.9%],F:1.0%,M:4.0%,n:5286",95,"0.2.13",67,67.7419,"proto"
"Alligator_mississippiensis","GCA_030867095.1","Archosauria",86.55,38556409,"C:97.0%[S:96.3%,D:0.7%],F:0.5%,M:2.5%,n:7480",97,"0.2.13",119,98.0952,"deutero"
"Nebria_brevicollis","GCA_944739395.1","Endopterygota",73.44,381756,"C:92.4%[S:89.4%,D:3.0%],F:1.6%,M:6.0%,n:2124",92.4,"0.2.13",64,77.0492,"proto"
"Maniola_hyperantus","GCA_902806685.2","Lepidoptera",71.64,2012761,"C:96.0%[S:95.2%,D:0.8%],F:1.3%,M:2.7%,n:5286",96,"0.2.13",67,77.4194,"proto"
"Astyanax_mexicanus","GCA_023375835.1","Clupeocephala",78.07,26106996,"C:97.8%[S:96.2%,D:1.6%],F:0.9%,M:1.3%,n:3640",97.8,"0.2.13",114,88.1188,"deutero"
"Agrotis_puta","GCA_943136025.1","Lepidoptera",71.64,12247870,"C:97.3%[S:96.9%,D:0.4%],F:0.7%,M:2.0%,n:5286",97.3,"0.2.13",67,77.4194,"proto"
"Biston_stratarius","GCA_950106695.1","Lepidoptera",74.63,9257131,"C:94.2%[S:91.0%,D:3.2%],F:2.7%,M:3.1%,n:5286",94.2,"0.2.13",67,80.6452,"proto"
"Pieris_napi","GCA_905475465.1","Lepidoptera",70.15,8327096,"C:95.0%[S:94.4%,D:0.6%],F:0.7%,M:4.3%,n:5286",95,"0.2.13",67,75.8065,"proto"
"Parambassis_ranga","GCA_900634625.2","Clupeocephala",85.09,5080925,"C:94.8%[S:93.4%,D:1.4%],F:1.5%,M:3.7%,n:3640",94.8,"0.2.13",114,96.0396,"deutero"
"Anopheles_cruzii","GCA_943734635.1","Diptera",67.16,343635,"C:94.5%[S:93.0%,D:1.5%],F:1.0%,M:4.5%,n:3285",94.5,"0.2.13",67,72.5806,"proto"
"Deilephila_porcellus","GCA_905220465.1","Lepidoptera",71.64,2309125,"C:91.9%[S:89.8%,D:2.1%],F:2.8%,M:5.3%,n:5286",91.9,"0.2.13",67,77.4194,"proto"
"Ectemnius_continuus","GCA_910591485.1","Endopterygota",64.06,3126130,"C:93.4%[S:93.2%,D:0.2%],F:1.8%,M:4.8%,n:5991",93.4,"0.2.13",64,67.2131,"proto"
"Andrena_trimmerana","GCA_951212825.1","Endopterygota",67.19,3174956,"C:91.4%[S:91.0%,D:0.4%],F:2.8%,M:5.8%,n:5991",91.4,"0.2.13",64,70.4918,"proto"
"Mus_spretus","GCA_921997135.2","Muridae",77.12,10023970,"C:98.7%[S:97.5%,D:1.2%],F:0.3%,M:1.0%,n:13798",98.7,"0.2.13",236,87.9227,"deutero"
"Bruchidius_siliquastri","GCA_949316355.1","Endopterygota",75,7036267,"C:91.3%[S:87.9%,D:3.4%],F:3.0%,M:5.7%,n:2124",91.3,"0.2.13",64,78.6885,"proto"
"Tachina_grossa","GCA_949987635.1","Diptera",65.67,2104184,"C:94.2%[S:93.3%,D:0.9%],F:1.6%,M:4.2%,n:3285",94.2,"0.2.13",67,70.9677,"proto"
"Bombus_campestris","GCA_905333015.1","Endopterygota",70.31,6166019,"C:93.5%[S:93.2%,D:0.3%],F:2.5%,M:4.0%,n:5991",93.5,"0.2.13",64,73.7705,"proto"
"Channa_striata","GCA_033026295.1","Clupeocephala",85.96,13087542,"C:93.7%[S:92.6%,D:1.1%],F:1.7%,M:4.6%,n:3640",93.7,"0.2.13",114,97.0297,"deutero"
"Archips_xylosteana","GCA_947563465.1","Lepidoptera",73.13,20368662,"C:93.9%[S:91.4%,D:2.5%],F:3.0%,M:3.1%,n:5286",93.9,"0.2.13",67,79.0323,"proto"
"Hylobates_moloch","GCA_009828535.3","Catarrhini",80,265822,"C:93.8%[S:93.2%,D:0.6%],F:1.0%,M:5.2%,n:13780",93.8,"0.2.13",245,94.2308,"deutero"
"Anser_brachyrhynchus","GCA_964034855.1","Neognathae",78.12,2049950,"C:95.8%[S:95.4%,D:0.4%],F:1.1%,M:3.1%,n:8338",95.8,"0.2.13",128,88.4956,"deutero"
"Ictalurus_furcatus","GCA_023375685.2","Clupeocephala",74.56,16772172,"C:95.1%[S:93.5%,D:1.6%],F:1.0%,M:3.9%,n:3640",95.1,"0.2.13",114,84.1584,"deutero"
"Nezara_viridula","GCA_928085145.1","Neoptera",62.9,6352814,"C:90.3%[S:88.3%,D:2.0%],F:1.0%,M:8.7%,n:2510",90.3,"0.2.13",62,66.1017,"proto"
"Abrostola_triplasia","GCA_946251915.1","Lepidoptera",73.13,12702214,"C:94.7%[S:94.3%,D:0.4%],F:1.3%,M:4.0%,n:5286",94.7,"0.2.13",67,79.0323,"proto"
"Opisthograptis_luteolata","GCA_931315605.1","Lepidoptera",70.15,2987644,"C:92.5%[S:89.7%,D:2.8%],F:3.2%,M:4.3%,n:5286",92.5,"0.2.13",67,75.8065,"proto"
"Homo_sapiens","GCA_018503585.1","Catarrhini",84.08,19382927,"C:98.6%[S:98.1%,D:0.5%],F:0.2%,M:1.2%,n:13780",98.6,"0.2.13",245,99.0385,"deutero"
"Spilosoma_lubricipeda","GCA_905220605.1","Lepidoptera",73.13,2160010,"C:95.5%[S:92.3%,D:3.2%],F:1.9%,M:2.6%,n:5286",95.5,"0.2.13",67,79.0323,"proto"
"Deilephila_elpenor","GCA_949752825.1","Lepidoptera",70.15,1892641,"C:90.4%[S:89.9%,D:0.5%],F:1.1%,M:8.5%,n:5286",90.4,"0.2.13",67,75.8065,"proto"
"Crataerina_pallida","GCA_949710015.1","Diptera",64.18,3466619,"C:96.7%[S:87.0%,D:9.7%],F:0.8%,M:2.5%,n:3285",96.7,"0.2.13",67,69.3548,"proto"
"Homo_sapiens","GCA_042037155.1","Catarrhini",84.49,98033365,"C:98.9%[S:98.3%,D:0.6%],F:0.4%,M:0.7%,n:13780",98.9,"0.2.13",245,99.5192,"deutero"
"Acropora_muricata","GCA_014634545.1","Cnidaria",33.33,38011,"C:86.5%[S:0.3%,D:86.2%],F:6.1%,M:7.4%,n:954",86.5,"0.2.13",3,33.3333,"combined"
"Telmatactis_stephensoni","GCA_029948255.1","Cnidaria",33.33,602521,"C:93.0%[S:64.2%,D:28.8%],F:3.8%,M:3.2%,n:954",93,"0.2.13",3,33.3333,"combined"
"Oryzias_melastigma","GCA_002922805.2","Clupeocephala",80.7,30057,"C:92.5%[S:91.3%,D:1.2%],F:1.6%,M:5.9%,n:3640",92.5,"0.2.13",114,91.0891,"deutero"
"Acropora_gemmifera","GCA_014634125.1","Cnidaria",33.33,25126,"C:88.8%[S:87.8%,D:1.0%],F:5.9%,M:5.3%,n:954",88.8,"0.2.13",3,33.3333,"combined"
"Anania_fuscalis","GCA_950371115.1","Lepidoptera",76.12,9830660,"C:92.4%[S:88.8%,D:3.6%],F:3.2%,M:4.4%,n:5286",92.4,"0.2.13",67,82.2581,"proto"
"Bombus_hypnorum","GCA_911387925.2","Endopterygota",70.31,11592071,"C:93.8%[S:93.4%,D:0.4%],F:2.3%,M:3.9%,n:5991",93.8,"0.2.13",64,73.7705,"proto"
"Ectemnius_continuus","GCA_910591665.1","Endopterygota",65.62,12091100,"C:88.2%[S:88.0%,D:0.2%],F:4.5%,M:7.3%,n:5991",88.2,"0.2.13",64,68.8525,"proto"
"Apamea_sordens","GCA_945859755.1","Lepidoptera",71.64,8769284,"C:95.4%[S:94.8%,D:0.6%],F:1.0%,M:3.6%,n:5286",95.4,"0.2.13",67,77.4194,"proto"
"Xanthia_icteritia","GCA_949128155.2","Lepidoptera",71.64,14938151,"C:94.9%[S:94.0%,D:0.9%],F:1.3%,M:3.8%,n:5286",94.9,"0.2.13",67,77.4194,"proto"
"Eschrichtius_robustus","GCA_028021215.1","Laurasiatheria",78.8,39209000,"C:96.1%[S:94.7%,D:1.4%],F:0.6%,M:3.3%,n:13335",96.1,"0.2.13",217,90,"deutero"
"Scleropages_formosus","GCA_023634345.2","Neopterygii",80.18,7340773,"C:95.0%[S:91.9%,D:3.1%],F:1.5%,M:3.5%,n:3640",95,"0.2.13",111,90.8163,"deutero"
"Myopa_tessellatipennis","GCA_943737955.2","Diptera",65.67,39921807,"C:94.7%[S:93.6%,D:1.1%],F:0.5%,M:4.8%,n:3285",94.7,"0.2.13",67,70.9677,"proto"
"Daubentonia_madagascariensis","GCA_004027145.1","Euarchontoglires",83.11,298834,"C:88.7%[S:88.1%,D:0.6%],F:2.4%,M:8.9%,n:13780",88.7,"0.2.13",219,95.7895,"deutero"
"Plusia_festucae","GCA_950381575.1","Lepidoptera",73.13,10572398,"C:94.9%[S:91.3%,D:3.6%],F:2.1%,M:3.0%,n:5286",94.9,"0.2.13",67,79.0323,"proto"
"Diarsia_dahlii","GCA_949775585.1","Lepidoptera",67.16,2186096,"C:90.2%[S:89.2%,D:1.0%],F:1.2%,M:8.6%,n:5286",90.2,"0.2.13",67,72.5806,"proto"
"Acrobasis_consociella","GCA_963555685.1","Lepidoptera",70.15,19832698,"C:93.6%[S:93.0%,D:0.6%],F:1.7%,M:4.7%,n:5286",93.6,"0.2.13",67,75.8065,"proto"
"Volucella_inflata","GCA_928272305.1","Diptera",74.63,11556092,"C:95.8%[S:95.1%,D:0.7%],F:1.0%,M:3.2%,n:3285",95.8,"0.2.13",67,80.6452,"proto"
"Hydraecia_micacea","GCA_914767565.1","Lepidoptera",68.66,2781100,"C:89.5%[S:87.1%,D:2.4%],F:2.3%,M:8.2%,n:5286",89.5,"0.2.13",67,74.1935,"proto"
"Eilema_sororculum","GCA_914829255.1","Lepidoptera",71.64,2836878,"C:93.1%[S:89.8%,D:3.3%],F:3.1%,M:3.8%,n:5286",93.1,"0.2.13",67,77.4194,"proto"
"Homo_sapiens","GCA_042031355.1","Catarrhini",84.49,133294904,"C:98.8%[S:98.3%,D:0.5%],F:0.4%,M:0.8%,n:13780",98.8,"0.2.13",245,99.5192,"deutero"
"Homo_sapiens","GCA_018471095.1","Catarrhini",84.49,41001116,"C:98.9%[S:98.5%,D:0.4%],F:0.2%,M:0.9%,n:13780",98.9,"0.2.13",245,99.5192,"deutero"
"Phlogophora_meticulosa","GCA_905147745.2","Lepidoptera",70.15,17289153,"C:95.5%[S:95.0%,D:0.5%],F:0.9%,M:3.6%,n:5286",95.5,"0.2.13",67,75.8065,"proto"
"Plusia_festucae","GCA_950370415.1","Lepidoptera",73.13,3417304,"C:94.6%[S:90.7%,D:3.9%],F:2.2%,M:3.2%,n:5286",94.6,"0.2.13",67,79.0323,"proto"
"Limenitis_camilla","GCA_905147385.1","Lepidoptera",74.63,12016996,"C:96.3%[S:95.8%,D:0.5%],F:0.9%,M:2.8%,n:5286",96.3,"0.2.13",67,80.6452,"proto"
"Dolichovespula_sylvestris","GCA_918808275.2","Endopterygota",64.06,1191068,"C:90.7%[S:89.3%,D:1.4%],F:2.9%,M:6.4%,n:5991",90.7,"0.2.13",64,67.2131,"proto"
"Triatoma_dimidiata","GCA_964198115.1","Neoptera",53.23,2839385,"C:88.6%[S:86.5%,D:2.1%],F:1.1%,M:10.3%,n:2510",88.6,"0.2.13",62,55.9322,"proto"
"Homo_sapiens","GCA_018472695.1","Catarrhini",84.49,53717995,"C:99.0%[S:98.6%,D:0.4%],F:0.2%,M:0.8%,n:13780",99,"0.2.13",245,99.5192,"deutero"
"Carabus_problematicus","GCA_963422195.1","Endopterygota",70.31,4259000,"C:95.4%[S:94.7%,D:0.7%],F:0.6%,M:4.0%,n:2124",95.4,"0.2.13",64,73.7705,"proto"
"Lottia_scabra","GCA_029955415.1","Mollusca",84.62,5334417,"C:88.6%[S:87.7%,D:0.9%],F:1.5%,M:9.9%,n:5295",88.6,"0.2.13",52,84.6154,"proto"
"Lottia_scabra","GCA_029955415.1","Mollusca",84.62,5334417,"C:88.6%[S:87.7%,D:0.9%],F:1.5%,M:9.9%,n:5295",88.6,"0.2.13",52,84.6154,"proto"
"Lottia_scabra","GCA_029955415.1","Mollusca",84.62,5334417,"C:88.6%[S:87.7%,D:0.9%],F:1.5%,M:9.9%,n:5295",88.6,"0.2.13",52,84.6154,"proto"
"Lottia_scabra","GCA_029955415.1","Mollusca",84.62,5334417,"C:88.6%[S:87.7%,D:0.9%],F:1.5%,M:9.9%,n:5295",88.6,"0.2.13",52,84.6154,"proto"
"Blastobasis_adustella","GCA_907269055.1","Lepidoptera",56.72,2282707,"C:71.2%[S:70.3%,D:0.9%],F:1.4%,M:27.4%,n:5286",71.2,"0.2.13",67,61.2903,"proto"
"Arca_noae","GCA_964261245.1","Mollusca",94.23,20465118,"C:83.9%[S:82.9%,D:1.0%],F:2.7%,M:13.4%,n:5295",83.9,"0.2.13",52,94.2308,"proto"
